,Gender,Ever_Married,Age,Graduated,Profession,Income,Work_Experience,Spending_Score,Family_Size,cluster number
1055,1,0.0,25,0.0,1.0,610,1.0,1,6.0,3
1056,0,0.0,20,0.0,1.0,897,0.0,1,5.0,1
1057,1,0.0,33,0.0,8.0,527,9.0,1,1.0,3
1058,0,1.0,36,0.0,6.0,1427,0.0,2,5.0,2
1060,1,1.0,42,1.0,5.0,806,1.0,2,2.0,1
1061,1,1.0,52,1.0,5.0,1506,2.0,2,5.0,2
1062,1,1.0,42,1.0,2.0,614,1.0,1,2.0,3
1064,1,0.0,30,1.0,4.0,726,1.0,1,3.0,3
1065,1,1.0,73,1.0,3.0,693,1.0,3,2.0,3
1066,0,1.0,66,1.0,2.0,1328,3.0,3,2.0,2
1067,1,1.0,62,1.0,5.0,1328,9.0,2,5.0,2
1068,1,1.0,36,1.0,5.0,622,4.0,1,1.0,3
1069,0,0.0,33,0.0,2.0,694,0.0,1,3.0,3
1070,0,0.0,28,0.0,1.0,643,0.0,1,8.0,3
1071,1,1.0,48,1.0,5.0,587,3.0,2,2.0,3
1072,1,1.0,53,1.0,5.0,804,1.0,2,2.0,1
1074,1,1.0,71,0.0,9.0,1395,0.0,3,2.0,2
1075,0,1.0,35,1.0,5.0,677,9.0,2,2.0,3
1076,1,0.0,41,1.0,5.0,703,0.0,1,1.0,3
1077,1,1.0,39,0.0,4.0,635,0.0,1,4.0,3
1078,1,1.0,79,0.0,3.0,1765,1.0,3,2.0,0
1079,1,0.0,29,0.0,2.0,1683,9.0,1,8.0,0
1080,1,0.0,33,1.0,5.0,1617,7.0,1,7.0,0
1082,0,1.0,25,0.0,2.0,626,4.0,2,3.0,3
1084,1,1.0,52,0.0,7.0,1097,4.0,1,1.0,1
1085,0,1.0,41,0.0,6.0,801,0.0,3,7.0,1
1087,1,1.0,39,0.0,2.0,1708,1.0,2,5.0,0
1088,0,0.0,32,0.0,7.0,1708,3.0,1,7.0,0
1089,0,0.0,19,0.0,1.0,603,1.0,1,5.0,3
1091,0,0.0,30,1.0,5.0,532,1.0,1,3.0,3
1092,1,0.0,31,1.0,2.0,532,0.0,1,6.0,3
1096,0,1.0,37,0.0,5.0,897,0.0,2,6.0,1
1097,1,1.0,31,1.0,8.0,1484,9.0,2,2.0,2
1098,1,0.0,38,1.0,5.0,615,4.0,1,1.0,3
1100,1,1.0,45,1.0,5.0,722,3.0,2,3.0,3
1102,1,1.0,43,0.0,2.0,1540,1.0,1,5.0,0
1104,0,0.0,26,0.0,8.0,675,14.0,1,3.0,3
1106,0,1.0,49,0.0,5.0,1524,1.0,3,2.0,2
1108,0,1.0,53,0.0,4.0,1083,1.0,2,4.0,1
1109,0,1.0,52,1.0,6.0,846,5.0,3,5.0,1
1110,1,1.0,66,0.0,3.0,1608,0.0,2,2.0,0
1111,0,0.0,26,0.0,4.0,897,6.0,1,2.0,1
1114,1,1.0,53,0.0,5.0,1642,8.0,2,2.0,0
1115,1,1.0,87,0.0,3.0,601,0.0,3,2.0,3
1116,0,0.0,28,0.0,1.0,1577,1.0,1,2.0,0
1117,1,1.0,37,1.0,5.0,1707,7.0,3,3.0,0
1119,1,1.0,25,0.0,5.0,1401,1.0,2,2.0,2
1120,1,1.0,33,0.0,2.0,785,6.0,1,3.0,1
1122,0,1.0,46,1.0,5.0,500,1.0,1,2.0,3
1123,0,0.0,33,0.0,1.0,625,2.0,1,4.0,3
1124,0,0.0,26,0.0,4.0,683,1.0,1,3.0,3
1125,0,0.0,32,0.0,7.0,790,6.0,1,4.0,1
1128,1,0.0,22,0.0,2.0,565,0.0,1,4.0,3
1129,0,0.0,19,0.0,1.0,573,2.0,1,4.0,3
1130,0,1.0,46,1.0,5.0,859,0.0,3,4.0,1
1131,0,0.0,19,0.0,1.0,1005,4.0,1,4.0,1
1132,0,1.0,45,1.0,5.0,578,0.0,2,3.0,3
1133,1,1.0,52,1.0,2.0,1013,1.0,2,3.0,1
1135,0,1.0,47,0.0,4.0,561,1.0,2,3.0,3
1138,0,1.0,41,0.0,6.0,775,5.0,3,3.0,1
1140,0,1.0,37,0.0,6.0,748,9.0,3,4.0,3
1141,1,1.0,20,0.0,2.0,606,8.0,2,2.0,3
1142,1,1.0,73,1.0,3.0,1587,3.0,1,1.0,0
1143,0,1.0,51,1.0,5.0,1020,0.0,2,3.0,1
1145,0,1.0,42,0.0,2.0,761,1.0,2,3.0,1
1146,0,0.0,20,0.0,1.0,537,1.0,1,3.0,3
1147,1,0.0,23,0.0,7.0,592,0.0,1,3.0,3
1148,0,1.0,31,1.0,8.0,810,2.0,1,2.0,1
1149,1,1.0,33,1.0,8.0,745,1.0,1,3.0,3
1150,0,0.0,21,0.0,1.0,1044,9.0,1,6.0,1
1151,0,1.0,51,1.0,7.0,806,5.0,2,7.0,1
1152,0,1.0,47,1.0,5.0,1599,0.0,2,4.0,0
1153,0,0.0,20,0.0,1.0,832,0.0,1,4.0,1
1154,0,0.0,21,0.0,1.0,581,0.0,1,2.0,3
1155,0,0.0,22,0.0,1.0,805,1.0,1,3.0,1
1156,1,0.0,32,1.0,2.0,1500,9.0,1,4.0,2
1157,1,0.0,30,1.0,1.0,1495,8.0,1,1.0,2
1158,0,1.0,61,1.0,7.0,805,1.0,1,1.0,1
1159,0,1.0,43,0.0,4.0,879,0.0,2,4.0,1
1160,0,0.0,25,1.0,7.0,1352,8.0,1,1.0,2
1161,0,1.0,46,0.0,4.0,809,0.0,2,3.0,1
1162,1,1.0,53,0.0,2.0,545,12.0,1,2.0,3
1163,0,1.0,55,1.0,7.0,818,0.0,3,2.0,1
1164,1,1.0,42,0.0,2.0,851,0.0,1,3.0,1
1165,1,0.0,26,1.0,9.0,533,11.0,1,1.0,3
1166,0,0.0,29,0.0,1.0,580,0.0,1,3.0,3
1167,0,1.0,39,1.0,5.0,513,4.0,2,4.0,3
1168,0,1.0,38,1.0,5.0,617,1.0,2,3.0,3
1170,1,0.0,25,0.0,5.0,629,6.0,1,3.0,3
1171,1,0.0,26,1.0,5.0,1020,4.0,1,4.0,1
1172,0,1.0,51,0.0,6.0,1432,0.0,3,5.0,2
1173,0,1.0,30,0.0,8.0,567,8.0,2,2.0,3
1175,1,0.0,33,0.0,8.0,1356,8.0,1,2.0,2
1178,0,1.0,42,1.0,6.0,638,5.0,3,3.0,3
1179,0,1.0,71,1.0,3.0,1094,2.0,1,1.0,1
1180,0,1.0,35,0.0,5.0,591,6.0,2,5.0,3
1181,0,0.0,28,0.0,9.0,1400,0.0,1,5.0,2
1182,0,1.0,31,1.0,5.0,632,1.0,2,2.0,3
1183,0,1.0,43,1.0,5.0,829,2.0,2,3.0,1
1184,1,1.0,77,0.0,3.0,1408,0.0,3,2.0,2
1185,1,1.0,71,1.0,2.0,847,0.0,1,1.0,1
1186,1,1.0,47,1.0,2.0,670,0.0,2,2.0,3
1187,1,0.0,26,0.0,8.0,677,9.0,1,1.0,3
1188,0,1.0,40,0.0,7.0,677,4.0,2,4.0,3
1189,1,1.0,72,1.0,3.0,635,0.0,3,2.0,3
1190,1,1.0,73,1.0,5.0,652,1.0,3,2.0,3
1191,0,0.0,26,1.0,1.0,525,1.0,1,6.0,3
1195,0,1.0,52,0.0,4.0,1404,10.0,2,4.0,2
1196,0,1.0,42,1.0,5.0,628,3.0,2,2.0,3
1198,0,1.0,28,1.0,5.0,693,0.0,2,3.0,3
1199,1,1.0,43,0.0,8.0,1554,7.0,1,1.0,0
1201,0,0.0,25,0.0,7.0,899,0.0,1,4.0,1
1202,0,1.0,52,1.0,6.0,508,1.0,3,3.0,3
1203,1,0.0,28,1.0,8.0,635,9.0,1,1.0,3
1204,0,1.0,56,1.0,4.0,1304,0.0,2,4.0,2
1205,0,1.0,38,0.0,6.0,897,12.0,3,7.0,1
1206,0,1.0,83,0.0,3.0,1529,1.0,3,2.0,2
1209,1,0.0,35,1.0,8.0,562,12.0,1,1.0,3
1210,0,1.0,40,1.0,9.0,676,0.0,1,2.0,3
1211,1,0.0,25,1.0,8.0,608,13.0,1,1.0,3
1213,0,0.0,25,1.0,5.0,1016,7.0,1,1.0,1
1214,0,1.0,52,1.0,5.0,775,0.0,1,4.0,1
1215,0,0.0,33,0.0,5.0,504,0.0,1,4.0,3
1216,0,0.0,28,1.0,5.0,674,6.0,1,3.0,3
1217,1,0.0,43,1.0,5.0,620,0.0,1,1.0,3
1219,1,1.0,84,1.0,3.0,584,1.0,3,2.0,3
1220,0,1.0,48,1.0,6.0,1094,6.0,3,4.0,1
1221,1,1.0,55,0.0,2.0,595,3.0,2,2.0,3
1222,1,1.0,37,1.0,8.0,879,8.0,1,1.0,1
1223,0,1.0,38,1.0,2.0,879,11.0,2,3.0,1
1226,1,0.0,35,0.0,8.0,717,9.0,1,1.0,3
1227,0,0.0,35,0.0,4.0,869,0.0,1,2.0,1
1228,1,1.0,46,0.0,3.0,1634,0.0,1,1.0,0
1229,1,1.0,79,1.0,3.0,643,0.0,1,1.0,3
1230,0,1.0,63,1.0,3.0,669,5.0,3,2.0,3
1232,1,0.0,35,1.0,4.0,1380,0.0,1,1.0,2
1234,0,1.0,50,0.0,5.0,693,0.0,2,4.0,3
1236,0,1.0,45,1.0,6.0,748,0.0,3,3.0,3
1237,1,0.0,36,1.0,8.0,1354,0.0,1,4.0,2
1238,0,1.0,43,0.0,4.0,1498,11.0,2,2.0,2
1239,0,1.0,62,1.0,9.0,565,1.0,3,5.0,3
1240,0,1.0,57,1.0,5.0,728,2.0,2,2.0,3
1241,0,0.0,51,0.0,9.0,1385,9.0,1,1.0,2
1242,0,1.0,59,1.0,5.0,524,0.0,1,1.0,3
1243,1,1.0,27,0.0,5.0,837,0.0,1,4.0,1
1245,0,1.0,50,1.0,4.0,1619,6.0,1,3.0,0
1246,0,1.0,75,1.0,6.0,1051,1.0,3,3.0,1
1247,0,0.0,28,0.0,6.0,1364,2.0,1,2.0,2
1248,0,1.0,39,1.0,5.0,764,9.0,2,2.0,1
1249,1,1.0,69,1.0,7.0,561,0.0,2,2.0,3
1250,1,0.0,41,1.0,5.0,1467,1.0,1,1.0,2
1252,1,1.0,39,0.0,4.0,684,1.0,3,3.0,3
1253,0,0.0,47,1.0,5.0,1382,0.0,1,1.0,2
1254,1,1.0,62,1.0,2.0,1567,1.0,1,1.0,0
1256,0,1.0,49,1.0,7.0,875,5.0,2,3.0,1
1257,1,1.0,52,1.0,5.0,1675,8.0,1,2.0,0
1259,1,0.0,26,1.0,1.0,672,7.0,1,2.0,3
1260,1,1.0,72,1.0,2.0,510,1.0,1,1.0,3
1261,1,1.0,47,1.0,5.0,893,0.0,1,3.0,1
1262,1,0.0,19,0.0,1.0,501,1.0,1,2.0,3
1263,1,0.0,21,0.0,1.0,1094,1.0,1,3.0,1
1264,0,0.0,39,0.0,4.0,565,1.0,1,1.0,3
1265,1,0.0,52,1.0,5.0,1037,0.0,1,1.0,1
1266,0,1.0,37,0.0,4.0,673,8.0,2,3.0,3
1267,0,1.0,51,0.0,4.0,697,0.0,1,2.0,3
1268,0,1.0,48,0.0,2.0,601,1.0,2,3.0,3
1270,0,1.0,47,1.0,6.0,724,1.0,3,4.0,3
1271,1,1.0,45,0.0,2.0,734,0.0,2,3.0,3
1272,1,0.0,29,0.0,2.0,800,5.0,1,2.0,1
1273,1,1.0,47,0.0,7.0,546,1.0,1,1.0,3
1274,0,1.0,41,1.0,4.0,1323,8.0,2,2.0,2
1275,1,1.0,32,0.0,8.0,1653,9.0,2,4.0,0
1276,0,1.0,31,0.0,9.0,653,2.0,1,3.0,3
1277,0,0.0,20,0.0,9.0,1662,1.0,1,3.0,0
1278,1,1.0,46,1.0,5.0,872,0.0,2,3.0,1
1279,0,1.0,70,1.0,3.0,874,3.0,1,1.0,1
1280,0,1.0,65,1.0,5.0,854,1.0,2,3.0,1
1282,0,1.0,29,0.0,8.0,1447,9.0,1,1.0,2
1283,0,1.0,41,1.0,4.0,1630,3.0,2,2.0,0
1284,0,1.0,50,0.0,6.0,601,0.0,1,5.0,3
1285,0,1.0,38,1.0,4.0,681,9.0,2,2.0,3
1287,1,1.0,30,0.0,2.0,548,6.0,1,2.0,3
1288,1,1.0,63,1.0,2.0,629,1.0,1,1.0,3
1289,0,1.0,42,1.0,5.0,1461,6.0,2,2.0,2
1290,0,1.0,41,0.0,6.0,553,0.0,3,3.0,3
1292,0,1.0,46,1.0,2.0,564,1.0,1,2.0,3
1293,1,1.0,83,0.0,3.0,591,0.0,3,2.0,3
1294,0,1.0,27,1.0,1.0,1728,3.0,1,2.0,0
1295,1,0.0,22,0.0,1.0,685,1.0,1,4.0,3
1296,0,0.0,20,0.0,1.0,522,0.0,1,4.0,3
1297,1,1.0,40,1.0,2.0,842,0.0,1,2.0,1
1298,1,0.0,28,1.0,7.0,1091,0.0,1,6.0,1
1300,0,1.0,28,0.0,4.0,639,0.0,1,2.0,3
1301,1,0.0,20,0.0,1.0,848,0.0,1,4.0,1
1302,1,1.0,53,0.0,2.0,1431,0.0,2,6.0,2
1303,1,1.0,35,1.0,7.0,1325,0.0,1,2.0,2
1305,0,0.0,30,1.0,1.0,853,6.0,1,4.0,1
1306,1,1.0,46,1.0,5.0,540,2.0,1,1.0,3
1307,1,0.0,36,1.0,2.0,1039,3.0,1,4.0,1
1308,1,1.0,38,1.0,5.0,821,4.0,3,3.0,1
1309,1,1.0,26,0.0,9.0,664,1.0,2,2.0,3
1310,1,1.0,45,1.0,7.0,1425,1.0,1,1.0,2
1311,1,1.0,46,1.0,6.0,773,5.0,3,2.0,1
1312,0,0.0,25,1.0,7.0,861,0.0,1,1.0,1
1313,0,0.0,27,0.0,9.0,799,0.0,1,7.0,1
1314,1,1.0,42,1.0,7.0,890,6.0,1,1.0,1
1316,0,1.0,55,1.0,7.0,840,6.0,1,1.0,1
1319,0,0.0,31,0.0,9.0,1453,0.0,1,4.0,2
1320,1,1.0,38,0.0,4.0,698,6.0,2,5.0,3
1322,1,1.0,59,1.0,5.0,703,2.0,3,3.0,3
1323,0,1.0,61,0.0,6.0,527,1.0,2,3.0,3
1324,1,1.0,27,1.0,2.0,1012,1.0,1,2.0,1
1325,0,1.0,26,0.0,6.0,523,1.0,3,5.0,3
1327,0,1.0,51,1.0,5.0,576,0.0,2,3.0,3
1328,0,1.0,47,0.0,4.0,648,0.0,2,3.0,3
1329,0,1.0,52,1.0,5.0,554,1.0,2,4.0,3
1331,0,1.0,57,0.0,2.0,700,1.0,2,2.0,3
1332,1,1.0,86,1.0,3.0,810,1.0,3,2.0,1
1335,1,1.0,43,0.0,2.0,1393,0.0,2,4.0,2
1339,1,1.0,43,1.0,7.0,633,0.0,1,1.0,3
1340,0,0.0,31,0.0,1.0,553,0.0,1,4.0,3
1341,0,1.0,30,0.0,6.0,1459,1.0,3,2.0,2
1342,0,1.0,27,1.0,7.0,666,8.0,2,3.0,3
1344,0,1.0,47,1.0,6.0,639,0.0,1,2.0,3
1345,0,1.0,35,1.0,6.0,732,1.0,3,4.0,3
1346,0,1.0,25,1.0,4.0,846,0.0,1,2.0,1
1347,1,1.0,25,0.0,5.0,814,0.0,1,3.0,1
1348,0,0.0,38,0.0,5.0,835,1.0,1,1.0,1
1349,1,0.0,32,0.0,2.0,565,0.0,1,3.0,3
1350,0,1.0,48,0.0,6.0,1791,1.0,3,6.0,0
1351,1,0.0,38,0.0,5.0,1048,10.0,1,1.0,1
1354,1,1.0,85,1.0,5.0,750,1.0,3,2.0,3
1355,1,0.0,25,1.0,1.0,600,1.0,1,3.0,3
1356,1,0.0,31,1.0,7.0,704,1.0,1,2.0,3
1357,1,0.0,20,0.0,1.0,1320,3.0,1,4.0,2
1358,1,1.0,37,1.0,5.0,630,0.0,2,2.0,3
1359,0,0.0,33,1.0,5.0,675,8.0,1,2.0,3
1360,1,0.0,52,0.0,5.0,1365,5.0,1,1.0,2
1361,0,0.0,26,1.0,7.0,1726,0.0,1,3.0,0
1362,1,0.0,21,0.0,1.0,817,9.0,1,5.0,1
1363,1,0.0,42,1.0,2.0,648,0.0,1,1.0,3
1365,0,1.0,39,1.0,5.0,1304,0.0,2,4.0,2
1366,1,1.0,41,1.0,7.0,892,1.0,2,2.0,1
1367,1,0.0,18,0.0,1.0,1054,1.0,1,5.0,1
1368,0,0.0,22,0.0,1.0,1657,0.0,1,1.0,0
1369,1,1.0,25,0.0,2.0,1420,2.0,1,2.0,2
1370,1,0.0,20,0.0,1.0,1096,4.0,1,5.0,1
1371,1,0.0,18,0.0,4.0,1027,0.0,1,4.0,1
1372,1,0.0,20,0.0,1.0,669,1.0,1,5.0,3
1373,0,0.0,21,0.0,9.0,534,0.0,1,4.0,3
1374,1,0.0,25,0.0,1.0,1018,1.0,1,4.0,1
1376,1,1.0,46,0.0,2.0,1668,0.0,2,5.0,0
1377,0,1.0,68,0.0,6.0,1497,1.0,3,2.0,2
1378,0,0.0,21,0.0,1.0,580,1.0,1,4.0,3
1379,0,0.0,27,1.0,7.0,582,0.0,1,3.0,3
1380,0,1.0,59,1.0,6.0,559,1.0,3,4.0,3
1381,1,0.0,26,1.0,5.0,567,8.0,1,1.0,3
1382,0,1.0,26,1.0,5.0,771,0.0,2,2.0,1
1383,1,1.0,32,0.0,7.0,771,1.0,2,2.0,1
1384,0,0.0,33,0.0,1.0,771,0.0,1,6.0,1
1385,0,0.0,28,1.0,1.0,581,0.0,1,3.0,3
1386,1,0.0,30,1.0,1.0,1071,0.0,1,3.0,1
1388,1,0.0,41,0.0,2.0,694,3.0,1,3.0,3
1389,0,1.0,42,1.0,5.0,876,13.0,1,2.0,1
1390,1,1.0,45,1.0,7.0,829,1.0,2,4.0,1
1392,1,0.0,29,0.0,2.0,864,0.0,1,1.0,1
1393,0,1.0,46,1.0,4.0,1775,1.0,2,3.0,0
1394,1,1.0,26,1.0,9.0,521,5.0,3,4.0,3
1397,1,1.0,38,1.0,9.0,850,9.0,1,3.0,1
1398,0,1.0,69,0.0,6.0,600,1.0,3,4.0,3
1399,0,0.0,46,1.0,5.0,1408,0.0,1,2.0,2
1400,1,0.0,40,0.0,5.0,1372,0.0,1,1.0,2
1401,0,0.0,25,0.0,2.0,820,9.0,1,3.0,1
1403,0,0.0,26,0.0,7.0,1659,1.0,1,4.0,0
1404,1,0.0,33,1.0,5.0,1350,0.0,1,4.0,2
1405,0,1.0,56,1.0,6.0,1388,8.0,3,2.0,2
1406,0,0.0,30,0.0,1.0,1568,0.0,1,5.0,0
1407,1,0.0,26,0.0,1.0,506,0.0,1,3.0,3
1408,1,0.0,28,0.0,7.0,711,0.0,1,5.0,3
1409,1,1.0,28,0.0,7.0,1360,0.0,2,6.0,2
1410,0,0.0,20,0.0,1.0,1590,1.0,1,4.0,0
1411,0,1.0,41,0.0,6.0,1487,1.0,2,3.0,2
1412,0,1.0,37,1.0,5.0,551,0.0,3,3.0,3
1413,0,1.0,59,1.0,5.0,684,1.0,2,3.0,3
1414,1,1.0,43,1.0,5.0,1682,0.0,2,2.0,0
1415,0,0.0,20,0.0,1.0,831,1.0,1,3.0,1
1416,1,0.0,30,1.0,1.0,813,1.0,1,5.0,1
1417,0,1.0,66,0.0,6.0,813,0.0,2,2.0,1
1418,0,1.0,28,1.0,5.0,882,1.0,2,3.0,1
1419,0,1.0,49,1.0,4.0,1649,0.0,2,3.0,0
1420,1,1.0,61,1.0,5.0,1593,0.0,2,3.0,0
1421,0,1.0,27,1.0,5.0,819,9.0,2,2.0,1
1422,1,1.0,35,0.0,2.0,1420,1.0,1,1.0,2
1423,0,1.0,33,1.0,1.0,1333,0.0,2,2.0,2
1424,1,1.0,36,1.0,5.0,554,2.0,2,2.0,3
1425,1,0.0,27,1.0,5.0,649,9.0,1,1.0,3
1427,1,0.0,31,0.0,2.0,1373,1.0,1,5.0,2
1428,1,0.0,30,0.0,1.0,1469,0.0,1,4.0,2
1430,0,1.0,47,0.0,6.0,1052,1.0,1,4.0,1
1433,1,0.0,36,1.0,5.0,670,1.0,1,4.0,3
1434,1,0.0,30,1.0,2.0,867,1.0,1,3.0,1
1435,0,1.0,60,1.0,5.0,671,9.0,1,1.0,3
1436,1,0.0,32,1.0,1.0,743,0.0,1,3.0,3
1437,1,1.0,32,1.0,5.0,846,0.0,2,2.0,1
1438,1,0.0,28,0.0,1.0,647,7.0,1,3.0,3
1439,0,1.0,46,1.0,1.0,700,2.0,3,4.0,3
1440,1,1.0,38,1.0,5.0,518,4.0,1,1.0,3
1442,0,1.0,30,1.0,4.0,1570,7.0,1,2.0,0
1443,1,1.0,52,1.0,5.0,1077,0.0,2,3.0,1
1444,1,1.0,46,1.0,2.0,758,1.0,2,4.0,1
1445,0,1.0,37,0.0,2.0,700,0.0,2,2.0,3
1446,1,0.0,25,1.0,2.0,614,2.0,1,3.0,3
1447,1,1.0,43,1.0,2.0,831,1.0,2,4.0,1
1448,0,0.0,32,0.0,9.0,586,0.0,1,4.0,3
1449,1,1.0,50,1.0,2.0,891,1.0,3,4.0,1
1450,0,1.0,43,0.0,5.0,505,3.0,2,3.0,3
1451,0,1.0,37,1.0,5.0,572,0.0,2,2.0,3
1452,0,1.0,61,0.0,1.0,803,0.0,3,4.0,1
1453,0,1.0,39,1.0,5.0,605,5.0,2,2.0,3
1454,0,1.0,46,1.0,5.0,543,1.0,2,5.0,3
1455,0,1.0,37,0.0,4.0,856,0.0,2,4.0,1
1456,1,1.0,36,0.0,2.0,501,0.0,1,3.0,3
1457,1,0.0,28,0.0,5.0,1336,0.0,1,1.0,2
1458,0,1.0,86,1.0,3.0,693,0.0,1,1.0,3
1459,0,0.0,42,1.0,5.0,772,8.0,1,1.0,1
1460,0,1.0,82,1.0,6.0,678,1.0,1,1.0,3
1461,1,0.0,18,0.0,1.0,693,1.0,1,8.0,3
1462,1,0.0,18,0.0,2.0,1525,0.0,1,4.0,2
1463,1,0.0,36,1.0,5.0,1631,1.0,1,1.0,0
1464,1,0.0,26,0.0,2.0,793,1.0,1,6.0,1
1465,0,1.0,49,1.0,4.0,593,1.0,2,2.0,3
1466,1,1.0,69,1.0,5.0,1710,1.0,2,3.0,0
1467,1,0.0,29,0.0,5.0,798,1.0,1,6.0,1
1468,0,0.0,68,1.0,4.0,565,1.0,1,2.0,3
1469,0,0.0,33,0.0,1.0,739,4.0,1,3.0,3
1470,0,1.0,38,0.0,6.0,657,3.0,3,5.0,3
1471,0,1.0,52,0.0,4.0,590,1.0,2,3.0,3
1472,0,1.0,28,1.0,5.0,632,1.0,1,2.0,3
1473,1,0.0,27,0.0,1.0,628,1.0,1,5.0,3
1474,1,0.0,28,0.0,2.0,508,0.0,1,4.0,3
1475,1,1.0,25,0.0,2.0,1575,7.0,3,3.0,0
1476,1,0.0,30,1.0,5.0,540,8.0,1,1.0,3
1477,0,1.0,40,1.0,5.0,1069,1.0,2,3.0,1
1478,1,0.0,25,1.0,5.0,1689,0.0,1,9.0,0
1479,1,0.0,30,1.0,5.0,1433,5.0,1,1.0,2
1480,1,1.0,43,0.0,2.0,1738,0.0,2,2.0,0
1481,1,0.0,26,1.0,5.0,515,1.0,1,4.0,3
1482,1,1.0,37,0.0,4.0,680,0.0,2,3.0,3
1483,1,0.0,28,0.0,1.0,680,1.0,1,5.0,3
1484,1,1.0,31,0.0,9.0,1308,1.0,1,5.0,2
1485,0,1.0,46,1.0,5.0,754,1.0,1,3.0,3
1486,1,1.0,47,1.0,5.0,1426,5.0,2,4.0,2
1487,0,0.0,28,0.0,1.0,617,1.0,1,4.0,3
1488,0,0.0,30,0.0,1.0,719,0.0,1,1.0,3
1490,0,0.0,23,0.0,5.0,615,2.0,1,5.0,3
1491,1,0.0,22,0.0,1.0,616,1.0,1,5.0,3
1492,0,0.0,20,0.0,1.0,1402,1.0,1,5.0,2
1493,0,0.0,22,0.0,4.0,529,1.0,1,4.0,3
1494,1,0.0,19,0.0,1.0,1795,0.0,1,4.0,0
1495,0,0.0,21,0.0,1.0,648,1.0,1,3.0,3
1496,1,0.0,19,0.0,1.0,514,0.0,1,4.0,3
1497,0,0.0,39,1.0,5.0,876,1.0,1,2.0,1
1498,1,1.0,38,1.0,5.0,680,8.0,1,2.0,3
1499,0,0.0,33,1.0,1.0,1466,3.0,1,1.0,2
1500,1,0.0,38,1.0,8.0,1470,4.0,1,1.0,2
1501,1,0.0,29,1.0,1.0,1431,0.0,1,3.0,2
1502,1,1.0,35,0.0,4.0,1440,4.0,1,1.0,2
1503,0,1.0,32,1.0,5.0,1351,9.0,2,2.0,2
1504,0,1.0,59,1.0,5.0,871,0.0,1,1.0,1
1505,1,0.0,32,1.0,7.0,524,0.0,1,1.0,3
1506,1,0.0,29,1.0,1.0,524,8.0,1,3.0,3
1507,1,0.0,31,1.0,4.0,545,0.0,1,4.0,3
1508,0,1.0,59,0.0,6.0,713,0.0,3,4.0,3
1509,0,1.0,87,1.0,3.0,1616,0.0,3,2.0,0
1510,0,1.0,53,1.0,6.0,1455,0.0,1,2.0,2
1511,0,1.0,83,0.0,3.0,753,0.0,3,2.0,3
1512,0,0.0,33,0.0,1.0,696,1.0,1,5.0,3
1514,1,1.0,39,1.0,5.0,837,7.0,3,5.0,1
1515,1,0.0,27,0.0,1.0,1521,1.0,1,5.0,2
1516,1,1.0,42,1.0,5.0,803,5.0,2,2.0,1
1517,0,1.0,46,1.0,5.0,692,4.0,2,2.0,3
1518,0,1.0,63,1.0,7.0,518,0.0,3,2.0,3
1519,0,0.0,32,1.0,7.0,882,1.0,1,2.0,1
1520,1,0.0,38,1.0,2.0,610,0.0,1,3.0,3
1521,0,0.0,38,1.0,4.0,620,1.0,1,2.0,3
1522,1,1.0,63,1.0,2.0,1368,1.0,1,1.0,2
1523,1,0.0,45,1.0,5.0,1044,1.0,1,1.0,1
1524,1,0.0,33,1.0,1.0,1432,1.0,1,5.0,2
1525,0,0.0,27,0.0,4.0,848,0.0,1,2.0,1
1526,1,1.0,87,0.0,5.0,687,7.0,3,2.0,3
1527,1,0.0,25,0.0,1.0,826,14.0,1,1.0,1
1528,0,1.0,61,1.0,5.0,892,0.0,2,4.0,1
1529,0,1.0,41,1.0,5.0,639,1.0,3,4.0,3
1531,0,1.0,51,1.0,6.0,1356,4.0,3,3.0,2
1533,0,1.0,60,1.0,5.0,666,3.0,3,3.0,3
1534,0,1.0,65,1.0,5.0,644,6.0,2,3.0,3
1536,1,1.0,41,1.0,5.0,1649,1.0,1,1.0,0
1537,1,1.0,56,1.0,5.0,862,0.0,2,3.0,1
1538,1,1.0,74,0.0,3.0,596,1.0,3,2.0,3
1539,0,1.0,39,1.0,5.0,1633,4.0,2,2.0,0
1540,1,0.0,42,0.0,5.0,1754,2.0,1,2.0,0
1541,0,1.0,68,1.0,5.0,1470,5.0,3,2.0,2
1542,0,0.0,30,1.0,5.0,644,1.0,1,1.0,3
1543,1,0.0,32,0.0,1.0,1033,1.0,1,3.0,1
1544,0,1.0,43,1.0,5.0,633,13.0,1,1.0,3
1545,1,1.0,40,1.0,5.0,690,3.0,3,2.0,3
1546,1,1.0,87,0.0,4.0,837,0.0,3,2.0,1
1547,0,1.0,43,0.0,4.0,1543,1.0,1,2.0,0
1548,0,1.0,48,1.0,7.0,772,1.0,2,3.0,1
1549,1,1.0,58,1.0,9.0,647,0.0,2,2.0,3
1551,1,0.0,30,0.0,1.0,1083,14.0,1,3.0,1
1552,1,1.0,53,1.0,5.0,836,2.0,1,2.0,1
1553,1,1.0,56,1.0,5.0,1495,3.0,2,3.0,2
1554,0,1.0,48,1.0,5.0,1379,1.0,2,4.0,2
1555,0,1.0,28,0.0,7.0,1035,1.0,1,5.0,1
1556,1,1.0,61,1.0,5.0,781,0.0,2,2.0,1
1557,0,1.0,62,1.0,4.0,794,1.0,2,3.0,1
1558,1,1.0,49,1.0,5.0,683,1.0,2,5.0,3
